GO_term_def,Gene_name,Association_score,Disease_association,Full_name
cell,BPTF,0.03212388096919428,Arthrogryposis syndrome,bromodomain PHD finger transcription factor
cell,BRAF,0.01440924699609033,Arthrogryposis syndrome,"B-Raf proto-oncogene, serine/threonine kinase"
cell,BRAT1,0.11087395640541052,Intellectual disability,BRCA1 associated ATM activator 1
cell,BRAT1,0.11087395640541052,Intellectual disability,BRCA1 associated ATM activator 1
cell,BRCA1,0.3695798546847018,Intellectual disability,BRCA1 DNA repair associated
cell,BRCA2,0.3400134663099256,Intellectual disability,BRCA2 DNA repair associated
cell,BRCA2,0.3400134663099256,Intellectual disability,BRCA2 DNA repair associated
cell,BRD4,0.25870589827929125,Intellectual disability,bromodomain containing 4
cell,BRD4,0.25870589827929125,Intellectual disability,bromodomain containing 4
cell,BRD4,0.01182655534991045,Arthrogryposis syndrome,bromodomain containing 4
cell,BRF1,0.1182655534991046,Intellectual disability,BRF1 RNA polymerase III transcription initiation factor subunit
cell,BRF1,0.3695798546847018,Intellectual disability,BRF1 RNA polymerase III transcription initiation factor subunit
cell,BRIP1,0.04967153246962393,Intellectual disability,BRCA1 interacting helicase 1
cell,BRMS1,0.05026286023711945,Arthrogryposis syndrome,BRMS1 transcriptional repressor and anoikis regulator
cell,BRPF1,0.44323917294477777,Intellectual disability,bromodomain and PHD finger containing 1
cell,BRPF1,0.44323917294477777,Intellectual disability,bromodomain and PHD finger containing 1
cell,BRSK2,0.1182655534991046,Intellectual disability,BR serine/threonine kinase 2
cell,BRSK2,0.1182655534991046,Intellectual disability,BR serine/threonine kinase 2
cell,BRWD3,0.654189748530334,Intellectual disability,bromodomain and WD repeat domain containing 3
cell,BRWD3,0.3400134663099256,Intellectual disability,bromodomain and WD repeat domain containing 3
cell,BST1,0.01404403447801867,Arthrogryposis syndrome,bone marrow stromal cell antigen 1
cell,BTD,0.13860450397311405,Intellectual disability,biotinidase
cell,BTD,0.13859244550676317,Intellectual disability,biotinidase
cell,BTG2,0.03104470779351495,Intellectual disability,BTG anti-proliferation factor 2
cell,BZW1,0.03104470779351495,Intellectual disability,basic leucine zipper and W2 domains 1
cell,C11orf1,0.04967153246962393,Intellectual disability,chromosome 11 open reading frame 1
cell,C12orf4,0.25870589827929125,Intellectual disability,chromosome 12 open reading frame 4
cell,C12orf4,0.25870589827929125,Intellectual disability,chromosome 12 open reading frame 4
cell,C12orf57,0.3326218692162316,Intellectual disability,chromosome 12 open reading frame 57
cell,C12orf57,0.3326218692162316,Intellectual disability,chromosome 12 open reading frame 57
cell,C16orf89,0.03547966604973137,Intellectual disability,chromosome 16 open reading frame 89
cell,C19orf12,0.26609749537298527,Intellectual disability,chromosome 19 open reading frame 12
cell,C19orf12,0.26609749537298527,Intellectual disability,chromosome 19 open reading frame 12
cell,C1orf131,0.03104470779351495,Intellectual disability,chromosome 1 open reading frame 131
cell,C2CD3,0.04967153246962393,Intellectual disability,C2 domain containing 3 centriole elongation regulator
cell,C3,0.01960326831270365,Arthrogryposis syndrome,complement C3
cell,C3orf38,0.03336566928093488,Arthrogryposis syndrome,chromosome 3 open reading frame 38
cell,C5AR1,0.01733945484895726,Arthrogryposis syndrome,complement C5a receptor 1
cell,C7,0.04967153246962393,Intellectual disability,complement C7
cell,CA1,0.25870589827929125,Abnormal pattern of respiration,carbonic anhydrase 1
cell,CA12,0.25870589827929125,Abnormal pattern of respiration,carbonic anhydrase 12
cell,CA2,0.25870589827929125,Abnormal pattern of respiration,carbonic anhydrase 2
cell,CA4,0.25870589827929125,Abnormal pattern of respiration,carbonic anhydrase 4
cell,CABP5,0.03264868436284656,Arthrogryposis syndrome,calcium binding protein 5
cell,CACNA1A,0.30755491025010023,Intellectual disability,calcium voltage-gated channel subunit alpha1 A
cell,CACNA1A,0.2987437158701339,Intellectual disability,calcium voltage-gated channel subunit alpha1 A
cell,CACNA1B,0.15520670255197244,Intellectual disability,calcium voltage-gated channel subunit alpha1 B
cell,CACNA1B,0.14598404260045722,Intellectual disability,calcium voltage-gated channel subunit alpha1 B
cell,CACNA1C,0.31656567775159616,Intellectual disability,calcium voltage-gated channel subunit alpha1 C
cell,CACNA1C,0.3206310561531279,Intellectual disability,calcium voltage-gated channel subunit alpha1 C
cell,CACNA1C,0.03480671554812332,Arthrogryposis syndrome,calcium voltage-gated channel subunit alpha1 C
cell,CACNA1D,0.11087395640541052,Intellectual disability,calcium voltage-gated channel subunit alpha1 D
cell,CACNA1D,0.11087395640541052,Intellectual disability,calcium voltage-gated channel subunit alpha1 D
cell,CACNA1D,0.03620034676636654,Arthrogryposis syndrome,calcium voltage-gated channel subunit alpha1 D
cell,CACNA1G,0.1713207948605084,Intellectual disability,calcium voltage-gated channel subunit alpha1 G
cell,CACNA1G,0.3088045008032175,Intellectual disability,calcium voltage-gated channel subunit alpha1 G
cell,CACNA1S,0.06329011150036508,Arthrogryposis syndrome,calcium voltage-gated channel subunit alpha1 S
cell,CACNA2D2,0.03397178024261779,Intellectual disability,calcium voltage-gated channel auxiliary subunit alpha2delta 2
cell,CACNA2D3,0.04307453206350199,Intellectual disability,calcium voltage-gated channel auxiliary subunit alpha2delta 3
cell,CACNA2D4,0.03547966604973137,Intellectual disability,calcium voltage-gated channel auxiliary subunit alpha2delta 4
cell,CACNB4,0.03254520200353485,Intellectual disability,calcium voltage-gated channel auxiliary subunit beta 4
cell,CACNG2,0.3621882575910077,Intellectual disability,calcium voltage-gated channel auxiliary subunit gamma 2
cell,CACNG7,0.25870589827929125,Intellectual disability,calcium voltage-gated channel auxiliary subunit gamma 7
cell,CACNG7,0.25870589827929125,Intellectual disability,calcium voltage-gated channel auxiliary subunit gamma 7
cell,CAD,0.1478319418738807,Intellectual disability,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
cell,CAD,0.1478319418738807,Intellectual disability,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
cell,CALCOCO2,0.04440317164109349,Arthrogryposis syndrome,calcium binding and coiled-coil domain 2
cell,CALD1,0.03443745085952052,Arthrogryposis syndrome,caldesmon 1
cell,CAMK2A,0.7510441918887456,Intellectual disability,calcium/calmodulin dependent protein kinase II alpha
cell,CAMK2A,0.560032418866758,Intellectual disability,calcium/calmodulin dependent protein kinase II alpha
cell,CAMK2B,0.7610992589501584,Intellectual disability,calcium/calmodulin dependent protein kinase II beta
cell,CAMK2B,0.5498313886682079,Intellectual disability,calcium/calmodulin dependent protein kinase II beta
cell,CAMK2B,0.25870589827929125,Abnormal pattern of respiration,calcium/calmodulin dependent protein kinase II beta
cell,CAMK2G,0.399146243059478,Intellectual disability,calcium/calmodulin dependent protein kinase II gamma
cell,CAMK4,0.25870589827929125,Intellectual disability,calcium/calmodulin dependent protein kinase IV
cell,CAMK4,0.25870589827929125,Intellectual disability,calcium/calmodulin dependent protein kinase IV
cell,CAMKMT,0.05698182199528733,Arthrogryposis syndrome,calmodulin-lysine N-methyltransferase
cell,CAMTA1,0.3896500940154961,Intellectual disability,calmodulin binding transcription activator 1
cell,CAMTA1,0.3896500940154961,Intellectual disability,calmodulin binding transcription activator 1
cell,CAPN3,0.06725865304531246,Arthrogryposis syndrome,calpain 3
cell,CAPZA2,0.42501683288740705,Intellectual disability,capping actin protein of muscle Z-line subunit alpha 2
cell,CAPZA2,0.42501683288740705,Intellectual disability,capping actin protein of muscle Z-line subunit alpha 2
cell,CARD10,0.03496225425317278,Arthrogryposis syndrome,caspase recruitment domain family member 10
cell,CARD14,0.03324740372743577,Intellectual disability,caspase recruitment domain family member 14
cell,CARM1,0.04256266396476368,Arthrogryposis syndrome,coactivator associated arginine methyltransferase 1
cell,CARS2,0.0343265769031151,Intellectual disability,"cysteinyl-tRNA synthetase 2, mitochondrial"
cell,CASK,0.3897856904338361,Intellectual disability,calcium/calmodulin dependent serine protein kinase
cell,CASK,0.3890978612598396,Intellectual disability,calcium/calmodulin dependent serine protein kinase
cell,CASK,0.03459267439848809,Arthrogryposis syndrome,calcium/calmodulin dependent serine protein kinase
cell,CASP1,0.05024232802297029,Arthrogryposis syndrome,caspase 1
cell,CASP3,0.02673688430577808,Arthrogryposis syndrome,caspase 3
cell,CASP4,0.01478319418738807,Arthrogryposis syndrome,caspase 4
cell,CASQ2,0.03922166207841398,Arthrogryposis syndrome,calsequestrin 2
cell,CASR,0.031599077575542,Intellectual disability,calcium sensing receptor
cell,CASR,0.01488072220459653,Arthrogryposis syndrome,calcium sensing receptor
cell,CASZ1,0.04804538110901123,Arthrogryposis syndrome,castor zinc finger 1
cell,CATSPER3,0.10605359085244262,Abnormal pattern of respiration,cation channel sperm associated 3
cell,CAV1,0.01479859334799993,Arthrogryposis syndrome,caveolin 1
cell,CAV3,0.03554619042357462,IHPRF,caveolin 3
cell,CBFB,0.03034250606961401,Arthrogryposis syndrome,core-binding factor subunit beta
cell,CBR3,0.03561271479741786,Intellectual disability,carbonyl reductase 3
cell,CBS,0.1596892955450149,Intellectual disability,cystathionine beta-synthase
cell,CBS,0.15784139627159138,Intellectual disability,cystathionine beta-synthase
cell,CBX1,0.02052306687938249,Abnormal pattern of respiration,chromobox 1
cell,CBX4,0.03547966604973137,Intellectual disability,chromobox 4
cell,CBX5,0.04248874799382675,Arthrogryposis syndrome,chromobox 5
cell,CBX6,0.05220685027276097,Intellectual disability,chromobox 6
cell,CC2D1A,0.39853513409052815,Intellectual disability,coiled-coil and C2 domain containing 1A
cell,CC2D1A,0.3932637637057465,Intellectual disability,coiled-coil and C2 domain containing 1A
cell,CC2D2A,0.15004942100198895,Intellectual disability,coiled-coil and C2 domain containing 2A
cell,CC2D2A,0.1478319418738807,Intellectual disability,coiled-coil and C2 domain containing 2A
cell,CC2D2A,0.03975016127061311,Arthrogryposis syndrome,coiled-coil and C2 domain containing 2A
cell,CCDC141,0.03095600862839062,Intellectual disability,coiled-coil domain containing 141
cell,CCDC174,0.38801401293158927,IHPRF,coiled-coil domain containing 174
cell,CCDC39,0.0313477632743564,Arthrogryposis syndrome,coiled-coil domain containing 39
cell,CCHCR1,0.04474872880522369,Intellectual disability,coiled-coil alpha-helical rod protein 1
cell,CCKAR,0.0413929437246866,Intellectual disability,cholecystokinin A receptor
cell,CCL11,0.02936615464921227,Arthrogryposis syndrome,C-C motif chemokine ligand 11
cell,CCL2,0.04500679689250352,Arthrogryposis syndrome,C-C motif chemokine ligand 2
cell,CCND1,0.01740542719792279,Arthrogryposis syndrome,cyclin D1
cell,CCNE1,0.01599459482218792,Arthrogryposis syndrome,cyclin E1
cell,CCR3,0.01034823593117165,Arthrogryposis syndrome,C-C motif chemokine receptor 3
cell,CCSAP,0.05220685027276097,Intellectual disability,"centriole, cilia and spindle associated protein"
cell,CD163,0.06266605400130273,Arthrogryposis syndrome,CD163 molecule
cell,CD19,0.08632384141030942,Arthrogryposis syndrome,CD19 molecule
cell,CD1D,0.02956638837477615,Arthrogryposis syndrome,CD1d molecule
cell,CD207,0.01773983302486568,Arthrogryposis syndrome,CD207 molecule
cell,CD209,0.06338294507842634,Arthrogryposis syndrome,CD209 molecule
cell,CD22,0.01700067331549628,Arthrogryposis syndrome,CD22 molecule
cell,CD24,0.0120113452772528,Arthrogryposis syndrome,CD24 molecule
cell,CD27,0.01847899273423509,Arthrogryposis syndrome,CD27 molecule
cell,CD274,0.07368124921375394,Arthrogryposis syndrome,CD274 molecule
cell,CD276,0.03547966604973137,Intellectual disability,CD276 molecule
cell,CD38,0.02047265815737421,Arthrogryposis syndrome,CD38 molecule
cell,CD4,0.09246324805225872,Arthrogryposis syndrome,CD4 molecule
cell,CD40,0.02322973644406544,Arthrogryposis syndrome,CD40 molecule
cell,CD40LG,0.04367736538538014,Arthrogryposis syndrome,CD40 ligand
cell,CD44,0.01001261803478875,Arthrogryposis syndrome,CD44 molecule (Indian blood group)
cell,CD46,0.07354639108225566,Arthrogryposis syndrome,CD46 molecule
cell,CD47,0.01182655534991045,Arthrogryposis syndrome,CD47 molecule
cell,CD5,0.01681588338815393,Arthrogryposis syndrome,CD5 molecule
cell,CD55,0.0108615412849004,Arthrogryposis syndrome,CD55 molecule (Cromer blood group)
cell,CD68,0.03923478767482532,Arthrogryposis syndrome,CD68 molecule
cell,CD79A,0.02133437284567575,Arthrogryposis syndrome,CD79a molecule
cell,CD8A,0.05978646656008705,Arthrogryposis syndrome,CD8a molecule
cell,CDC14A,0.03928633855298379,Arthrogryposis syndrome,cell division cycle 14A
cell,CDC37,0.04967153246962393,Intellectual disability,"cell division cycle 37, HSP90 cochaperone"
cell,CDC37L1,0.03104470779351495,Intellectual disability,cell division cycle 37 like 1
cell,CDH1,0.01902832946147438,Arthrogryposis syndrome,cadherin 1
cell,CDH13,0.03549165886171673,Intellectual disability,cadherin 13
cell,CDH13,0.01554288611090662,Arthrogryposis syndrome,cadherin 13
cell,CDH23,0.03104470779351495,Intellectual disability,cadherin related 23
cell,CDIP1,0.04370281781646598,Intellectual disability,cell death inducing p53 target 1
cell,CDK13,0.1182655534991046,Intellectual disability,cyclin dependent kinase 13
cell,CDK13,0.1182655534991046,Intellectual disability,cyclin dependent kinase 13
cell,CDK16,0.1182655534991046,Intellectual disability,cyclin dependent kinase 16
cell,CDK16,0.14136429441689843,Intellectual disability,cyclin dependent kinase 16
cell,CDK17,0.04967153246962393,Intellectual disability,cyclin dependent kinase 17
cell,CDK20,0.25870589827929125,Intellectual disability,cyclin dependent kinase 20
cell,CDK20,0.25870589827929125,Intellectual disability,cyclin dependent kinase 20
cell,CDK2AP2,0.0413929437246866,Intellectual disability,cyclin dependent kinase 2 associated protein 2
cell,CDK4,0.03547966604973137,Intellectual disability,cyclin dependent kinase 4
cell,CDK5R1,0.03998433117298416,Intellectual disability,cyclin dependent kinase 5 regulatory subunit 1
cell,CDK5RAP2,0.11087395640541052,Intellectual disability,CDK5 regulatory subunit associated protein 2
cell,CDK5RAP3,0.02161681129520255,Abnormal pattern of respiration,CDK5 regulatory subunit associated protein 3
cell,CDK7,0.02402269055450561,Arthrogryposis syndrome,cyclin dependent kinase 7
cell,CDKL5,0.34121141834445784,Intellectual disability,cyclin dependent kinase like 5
cell,CDKL5,0.3400134663099256,Intellectual disability,cyclin dependent kinase like 5
cell,CDKN1B,0.02697932939198322,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 1B
cell,CDKN1C,0.04964804156341587,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 1C
cell,CDKN2A,0.03958898338954226,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 2A
cell,CDKN2D,0.03907937383436036,Arthrogryposis syndrome,cyclin dependent kinase inhibitor 2D
cell,CDSN,0.03272999193087719,Intellectual disability,corneodesmosin
cell,CDX1,0.06541527434738306,Arthrogryposis syndrome,caudal type homeobox 1
cell,CEACAM5,0.0112721855678834,Arthrogryposis syndrome,CEA cell adhesion molecule 5
cell,CEBPA,0.01384897844360174,Arthrogryposis syndrome,CCAAT enhancer binding protein alpha
cell,CEBPB,0.0102045104321276,Arthrogryposis syndrome,CCAAT enhancer binding protein beta
cell,CEBPD,0.01552235389675747,Arthrogryposis syndrome,CCAAT enhancer binding protein delta
cell,CECR2,0.0372979989347801,Arthrogryposis syndrome,CECR2 histone acetyl-lysine reader
cell,CELF4,0.04426827499413358,Intellectual disability,CUGBP Elav-like family member 4
cell,CELF4,0.04572072382304446,Arthrogryposis syndrome,CUGBP Elav-like family member 4
cell,CELSR1,0.04905433411230046,Arthrogryposis syndrome,cadherin EGF LAG seven-pass G-type receptor 1
cell,CELSR2,0.26609749537298527,Intellectual disability,cadherin EGF LAG seven-pass G-type receptor 2
cell,CELSR2,0.26609749537298527,Intellectual disability,cadherin EGF LAG seven-pass G-type receptor 2
cell,CELSR3,0.02480155204714266,Abnormal pattern of respiration,cadherin EGF LAG seven-pass G-type receptor 3
cell,CELSR3,0.01626151360612688,Arthrogryposis syndrome,cadherin EGF LAG seven-pass G-type receptor 3
