Gene name,Mouse gene,Ensembl_id
PTPN1,Ptpn1,ENSG00000196396
SPTB,Sptb,ENSG00000070182
MYF5,Myf5,ENSG00000111049
HSPA8,Hspa8,ENSG00000109971
HES5,Hes5,ENSG00000197921
OR5B3,Or5b95,ENSG00000172769
OR8G5,Or8g22,ENSG00000255298
OR5B3,Or5b106,ENSG00000172769
OR8G5,Or8g17,ENSG00000255298
OR9I1,Or9i14,ENSG00000172377
OR4C15,Or4c115,ENSG00000181939
OR8B12,Or8b12b,ENSG00000170953
OR8K5,Or8k20,ENSG00000181752
OR8G1,Or8g19,ENSG00000197849
OR8B12,Or8b12c,ENSG00000170953
OR5P3,Or5p80,ENSG00000182334
OR5P2,Or5p58,ENSG00000183303
OR5B2,Or5b99,ENSG00000172365
OR8G5,Or8g21,ENSG00000255298
OR5P2,Or5p76,ENSG00000183303
OR8K5,Or8k18,ENSG00000181752
OR5W2,Or8w1,ENSG00000187612
OR8G1,Or8g4,ENSG00000197849
OR7G2,Or7g20,ENSG00000170923
OR8G2P,Or8g2,ENSG00000181214
OR8G3P,Or8g2,ENSG00000255425
OR8B8,Or8b8,ENSG00000197125
OR8D1,Or8d1,ENSG00000196341
OR8G1,Or8g23,ENSG00000197849
OR8G1,Or8g20,ENSG00000197849
OR8G1,Or8g30,ENSG00000197849
OR2A14,Or2a54,ENSG00000221938
OR5AK2,Or5ak25,ENSG00000181273
OR5AK3P,Or5ak25,ENSG00000181282
OR9Q1,Or9q1,ENSG00000186509
OR5AU1,Or5au1,ENSG00000169327
OR8G1,Or8g34,ENSG00000197849
OR8D1,Or8d1b,ENSG00000196341
OR8D1,Or8d23,ENSG00000196341
OR4C45,Or4c126,ENSG00000260811
OR8G1,Or8g18,ENSG00000197849
OR8G1,Or8g32,ENSG00000197849
BAG6,Bag6,ENSG00000204463
EDN1,Edn1,ENSG00000078401
ATP6,mt-Atp6,NA
ATP6,Atp6-ps,NA
FADS3,Fads3,ENSG00000221968
FADS2,Fads2,ENSG00000134824
IGF2,Igf2,ENSG00000167244
TNN,Tnn,ENSG00000120332
ATP1B1,Atp1b1,ENSG00000143153
FOXO3,Foxo3,ENSG00000118689
FOXO3B,Foxo3,ENSG00000240445
RBP4,Rbp4,ENSG00000138207
PTH2R,Pth2r,ENSG00000144407
RUNX3,Runx3,ENSG00000020633
MAPK14,Mapk14,ENSG00000112062
MTCH2,Mtch2,ENSG00000109919
GCG,Gcg,ENSG00000115263
DDX4,Ddx4,ENSG00000152670
BTG2,Btg2,ENSG00000159388
HOXD11,Hoxd11,ENSG00000128713
CHRD,Chrd,ENSG00000090539
PSME1,Psme1,ENSG00000092010
TENM3,Tenm3,ENSG00000218336
RPLP0,Rplp0,ENSG00000089157
RPLP0P6,Rplp0,ENSG00000213553
NPY,Npy,ENSG00000122585
GSK3B,Gsk3b,ENSG00000082701
HOXA9,Hoxa9,ENSG00000078399
NPY4R,Npy4r,ENSG00000204174
NPY4R2,Npy4r,ENSG00000264717
DAZ1,Dazl,ENSG00000188120
DAZ2,Dazl,ENSG00000205944
DAZ3,Dazl,ENSG00000187191
DAZ4,Dazl,ENSG00000205916
DAZL,Dazl,ENSG00000092345
HTT,Htt,ENSG00000197386
BMAL2,Bmal2,ENSG00000029153
FGFR3,Fgfr3,ENSG00000068078
TRPC4AP,Trpc4ap,ENSG00000100991
PCNA,Pcna,ENSG00000132646
NEUROD1,Neurod1,ENSG00000162992
BMPR1A,Bmpr1a,ENSG00000107779
PTH1R,Pth1r,ENSG00000160801
WT1,Wt1,ENSG00000184937
ANGPTL3,Angptl3,ENSG00000132855
GNAT2,Gnat2,ENSG00000134183
ND1,mt-Nd1,NA
CEBPG,Cebpg,ENSG00000153879
MAFB,Mafb,ENSG00000204103
BMPR1B,Bmpr1b,ENSG00000138696
HBB,Hbb-bh2,ENSG00000244734
HBD,Hbb-bh2,ENSG00000223609
HBE1,Hbb-y,ENSG00000213931
HBG2,Hbb-y,ENSG00000196565
MELK,Melk,ENSG00000165304
ATOH7,Atoh7,ENSG00000179774
ETV5,Etv5,ENSG00000244405
HLA-B,H2-T10,ENSG00000234745
HLA-C,H2-T10,ENSG00000204525
HLA-E,H2-T10,ENSG00000204592
HLA-B,H2-T22,ENSG00000234745
HLA-C,H2-T22,ENSG00000204525
HLA-E,H2-T22,ENSG00000204592
HLA-F,H2-T22,ENSG00000204642
HLA-G,H2-T22,ENSG00000204632
MR1,Mr1,ENSG00000153029
SLC3A2,Slc3a2,ENSG00000168003
NDRG3,Ndrg3,ENSG00000101079
TLE5,Tle5,ENSG00000104964
CTNNB1,Ctnnb1,ENSG00000168036
JAK2,Jak2,ENSG00000096968
FOXD3,Foxd3,ENSG00000187140
FST,Fst,ENSG00000134363
EMX2,Emx2,ENSG00000170370
MSX1,Msx1,ENSG00000163132
ACTN3,Actn3,ENSG00000248746
LPL,Lpl,ENSG00000175445
CELF3,Celf3,ENSG00000159409
LEFTY2,Lefty2,ENSG00000143768
LEFTY1,Lefty1,ENSG00000243709
HSP90AA1,Hsp90aa1,ENSG00000080824
TMOD4,Tmod4,ENSG00000163157
P2RX3,P2rx3,ENSG00000109991
LDHA,Ldha,ENSG00000134333
MYH6,Myh6,ENSG00000197616
MYH7,Myh7,ENSG00000092054
GJB1,Gjb1,ENSG00000169562
CLDN4,Cldn4,ENSG00000189143
CLDN4,Cldn13,ENSG00000189143
GNAT1,Gnat1,ENSG00000114349
ND5,mt-Nd5,NA
PDP2,Pdp2,ENSG00000172840
ERH,Erh,ENSG00000100632
ERH,Erhrt-ps,ENSG00000100632
FZD5,Fzd5,ENSG00000163251
OR52R1,Or52r1b,ENSG00000279270
OR52P1,Or52p1,ENSG00000181109
OR52N1,Or52n1,ENSG00000181001
OR51B6,Or51b6b,ENSG00000176239
OR52N1,Or52n5,ENSG00000181001
OR52N5,Or52n5,ENSG00000181009
OR52R1,Or52r1,ENSG00000279270
OR52E2,Or52e2,ENSG00000176787
OR52N2,Or52n2,ENSG00000180988
OR51F2,Or51f2,ENSG00000176925
OR52B4,Or52b4,ENSG00000221996
OR52H1,Or52h1,ENSG00000181616
OR51I2,Or51i2,ENSG00000187918
OR51H1,Or51h1,ENSG00000176904
OR52N2,Or52n2c,ENSG00000180988
OR52R1,Or52r1c,ENSG00000279270
OR52N2,Or52n2b,ENSG00000180988
OR52N4,Or52n4b,ENSG00000181074
OR51E1,Or51e1,ENSG00000180785
OR51I1,Or51i1,ENSG00000167359
OR52N4,Or52n4,ENSG00000181074
OR51V1,Or51v14,ENSG00000176742
OR52E5,Or52e5,ENSG00000277932
OR51F1,Or51f1e,ENSG00000280021
OR52B6,Or52z13,ENSG00000187747
OR52I1,Or52i2,ENSG00000232268
OR52I2,Or52i2,ENSG00000226288
OR52D1,Or52d1,ENSG00000181609
OR52B2,Or52b2,ENSG00000255307
OR52K1,Or52k2,ENSG00000196778
OR52K2,Or52k2,ENSG00000181963
OR52J3,Or52j3,ENSG00000205495
OR51F1,Or51f1d,ENSG00000280021
OR51J1,Or51k1,ENSG00000184321
OR51B4,Or51b4,ENSG00000183251
OR51E2,Or51e2,ENSG00000167332
OR51D1,Or51d1,ENSG00000197428
OR52E6,Or52e8,ENSG00000205409
OR52E8,Or52e8,ENSG00000183269
OR51F1,Or51f1,ENSG00000280021
OR51J1,Or51k7,ENSG00000184321
OR52B4,Or52b4i,ENSG00000221996
OR52M1,Or52m1,ENSG00000197790
OR51J1,Or51k2,ENSG00000184321
OR52E4,Or52e4,ENSG00000180974
OR52E2,Or52e3,ENSG00000176787
OR52L1,Or52l1,ENSG00000183313
OR52L2P,Or52l1,ENSG00000262980
OR52E6,Or52e8b,ENSG00000205409
OR52E8,Or52e8b,ENSG00000183269
OR52Z1P,Or52z1,ENSG00000176748
OR51A7,Or51a7,ENSG00000176895
OR52A1,Or52a5,ENSG00000182070
OR52A5,Or52a5,ENSG00000171944
SOX21,Sox21,ENSG00000125285
NOG,Nog,ENSG00000183691
GATA2,Gata2,ENSG00000179348
MEST,Mest,ENSG00000106484
GAP43,Gap43,ENSG00000172020
RUNX1,Runx1,ENSG00000159216
LMO2,Lmo2,ENSG00000135363
HOXA3,Hoxa3,ENSG00000105997
IGF2BP3,Igf2bp3,ENSG00000136231
MXI1,Mxi1,ENSG00000119950
VSX1,Vsx1,ENSG00000100987
SNAP25,Snap25,ENSG00000132639
EPHA4,Epha4,ENSG00000116106
KRT12,Krt12,ENSG00000187242
KRT10,Krt10,ENSG00000186395
KRT13,Krt13,ENSG00000171401
KRT31,Krt31,ENSG00000094796
KRT24,Krt24,ENSG00000167916
KRT16,Krt16,ENSG00000186832
KRT19,Krt19,ENSG00000171345
KRT14,Krt14,ENSG00000186847
KRT15,Krt15,ENSG00000171346
KRT17,Krt17,ENSG00000128422
KRT34,Krt34,ENSG00000131737
KRT31,Krt33b,ENSG00000094796
KRT33B,Krt33b,ENSG00000131738
KRT34,Krt33b,ENSG00000131737
CDH4,Cdh4,ENSG00000179242
ACVR1,Acvr1,ENSG00000115170
PSME2,Psme2,ENSG00000100911
PSME2,Psme2b,ENSG00000100911
LDB1,Ldb1,ENSG00000198728
VPS52,Vps52,ENSG00000223501
GJA8,Gja8,ENSG00000121634
CNMD,Cnmd,ENSG00000136110
ANGPT2,Angpt2,ENSG00000091879
CSF1R,Csf1r,ENSG00000182578
CLDN3,Cldn3,ENSG00000165215
GUCA1A,Guca1a,ENSG00000048545
VIM,Vim,ENSG00000026025
IRX3,Irx3,ENSG00000177508
INA,Ina,ENSG00000148798
OR10J3,Or10j3,ENSG00000196266
OR6K2,Or6k2,ENSG00000196171
OR13G1,Or13g1,ENSG00000197437
ACVR1B,Acvr1b,ENSG00000135503
JUP,Jup,ENSG00000173801
WNT11,Wnt11,ENSG00000085741
DCN,Dcn,ENSG00000011465
DBX2,Dbx2,ENSG00000185610
TCF15,Tcf15,ENSG00000125878
MEF2A,Mef2a,ENSG00000068305
EPHB4,Ephb4,ENSG00000196411
EBF2,Ebf2,ENSG00000221818
PSEN2,Psen2,ENSG00000143801
TIE1,Tie1,ENSG00000066056
CTSD,Ctsd,ENSG00000117984
DBX1,Dbx1,ENSG00000109851
DAPL1,Dapl1,ENSG00000163331
HEY2,Hey2,ENSG00000135547
GPR85,Gpr85,ENSG00000164604
HTATIP2,Htatip2,ENSG00000109854
LFNG,Lfng,ENSG00000106003
IRX5,Irx5,ENSG00000176842
NEUROG3,Neurog3,ENSG00000122859
GPC4,Gpc4,ENSG00000076716
GJC1,Gjc1,ENSG00000182963
PTK2,Ptk2,ENSG00000169398
MKRN1,Mkrn1,ENSG00000133606
MKRN3,Mkrn3,ENSG00000179455
FABP3,Fabp3,ENSG00000121769
TPI1,Tpi1,ENSG00000111669
EEF1G,Eef1g,ENSG00000254772
B3GAT3,B3gat3,ENSG00000149541
ACTL6A,Actl6a,ENSG00000136518
DTL,Dtl,ENSG00000143476
MAK16,Mak16,ENSG00000198042
MCM2,Mcm2,ENSG00000073111
MCM7,Mcm7,ENSG00000166508
NCBP2,Ncbp2,ENSG00000114503
NCBP2L,Ncbp2,ENSG00000170935
POLE2,Pole2,ENSG00000100479
RPL35,Rpl35rt,ENSG00000136942
RPL35,Rpl35,ENSG00000136942
RPS18,Rps18,ENSG00000231500
SMC4,Smc4,ENSG00000113810
SNRPD1,Snrpd1,ENSG00000167088
TAF7,Taf7,ENSG00000178913
FLOT2,Flot2,ENSG00000132589
NR2F1,Nr2f1,ENSG00000175745
ROS1,Ros1,ENSG00000047936
PTGS2,Ptgs2,ENSG00000073756
BIVM,Bivm,ENSG00000134897
TCF3,Tcf3,ENSG00000071564
FLT4,Flt4,ENSG00000037280
DACH2,Dach2,ENSG00000126733
CLDN6,Cldn6,ENSG00000184697
CLDN9,Cldn9,ENSG00000213937
GUCY2F,Gucy2f,ENSG00000101890
FGF4,Fgf4,ENSG00000075388
KIF23,Kif23,ENSG00000137807
C3,C3,ENSG00000125730
MYH13,Myh13,ENSG00000006788
MYH2,Myh2,ENSG00000125414
MYH3,Myh3,ENSG00000109063
MYH1,Myh1,ENSG00000109061
MYH8,Myh8,ENSG00000133020
MYH4,Myh4,ENSG00000264424
PTCH1,Ptch1,ENSG00000185920
EPHA1,Epha1,ENSG00000146904
EPHA2,Epha2,ENSG00000142627
CLOCK,Clock,ENSG00000134852
DLL1,Dll1,ENSG00000198719
CASP4,Casp4,ENSG00000196954
CASP5,Casp4,ENSG00000137757
CASP1,Casp1,ENSG00000137752
CASP12,Casp12,ENSG00000204403
DCT,Dct,ENSG00000080166
BRD2,Brd2,ENSG00000204256
HOXC10,Hoxc10,ENSG00000180818
UBE2I,Ube2i,ENSG00000103275
TCF7L1,Tcf7l1,ENSG00000152284
THRB,Thrb,ENSG00000151090
MSTN,Mstn,ENSG00000138379
CELF1,Celf1,ENSG00000149187
DKK1,Dkk1,ENSG00000107984
BDNF,Bdnf,ENSG00000176697
HOXC5,Hoxc5,ENSG00000172789
RARG,Rarg,ENSG00000172819
ATP1A2,Atp1a2,ENSG00000018625
CTNNBIP1,Ctnnbip1,ENSG00000178585
PTPRA,Ptpra,ENSG00000132670
DMBX1,Dmbx1,ENSG00000197587
MDK,Mdk,ENSG00000110492
TLX2,Tlx2,ENSG00000115297
NKX2-4,Nkx2-4,ENSG00000125816
GATA4,Gata4,ENSG00000136574
CYP26A1,Cyp26a1,ENSG00000095596
PRPH,Prph,ENSG00000135406
S1PR1,S1pr1,ENSG00000170989
MAF,Maf,ENSG00000178573
PDGFRA,Pdgfra,ENSG00000134853
PROX1,Prox1,ENSG00000117707
LMNB2,Lmnb2,ENSG00000176619
FOXH1,Foxh1,ENSG00000160973
COL2A1,Col2a1,ENSG00000139219
HAND2,Hand2,ENSG00000164107
ACVR2B,Acvr2b,ENSG00000114739
GJA1,Gja1,ENSG00000152661
LEF1,Lef1,ENSG00000138795
QKI,Qki,ENSG00000112531
NKX2-5,Nkx2-5,ENSG00000183072
GSK3A,Gsk3a,ENSG00000105723
YBX1,Ybx1,ENSG00000065978
ASCL1,Ascl1,ENSG00000139352
ASCL2,Ascl2,ENSG00000183734
BAD,Bad,ENSG00000002330
PAX8,Pax8,ENSG00000125618
NIPSNAP2,Nipsnap2,ENSG00000146729
SIX2,Six2,ENSG00000170577
CEBPE,Cebpe,ENSG00000092067
CEBPA,Cebpa,ENSG00000245848
MAFA,Mafa,ENSG00000182759
TBX6,Tbx6,ENSG00000149922
DEDD2,Dedd2,ENSG00000160570
ATP1B3,Atp1b3,ENSG00000069849
FBXW4,Fbxw4,ENSG00000107829
HSF1,Hsf1,ENSG00000185122
B2M,B2m,ENSG00000166710
ISL1,Isl1,ENSG00000016082
MYC,Myc,ENSG00000136997
MYC,Bmyc,ENSG00000136997
BMP7,Bmp7,ENSG00000101144
TP53,Trp53,ENSG00000141510
SMAD2,Smad2,ENSG00000175387
DAP,Dap,ENSG00000112977
HES3,Hes3,ENSG00000173673
CCNB1,Ccnb1,ENSG00000134057
TBR1,Tbr1,ENSG00000136535
MTMR2,Mtmr2,ENSG00000087053
RAG2,Rag2,ENSG00000175097
MTNR1A,Mtnr1a,ENSG00000168412
H2AZ2,H2az2,ENSG00000105968
VARS1,Vars1,ENSG00000204394
CRX,Crx,ENSG00000105392
DACH1,Dach1,ENSG00000276644
FGFR1,Fgfr1,ENSG00000077782
PSMB7,Psmb7,ENSG00000136930
CPA1,Cpa1,ENSG00000091704
PCDH10,Pcdh10,ENSG00000138650
FMR1,Fmr1,ENSG00000102081
OAZ1,Oaz1,ENSG00000104904
BBS2,Bbs2,ENSG00000125124
CASK,Cask,ENSG00000147044
HGD,Hgd,ENSG00000113924
PLAGL2,Plagl2,ENSG00000126003
P2RX4,P2rx4,ENSG00000135124
MST1,Mst1,ENSG00000173531
MST1L,Mst1,ENSG00000186715
GSTP1,Gstp1,ENSG00000084207
GSTP1,Gstp2,ENSG00000084207
ESR1,Esr1,ENSG00000091831
ELF1,Elf1,ENSG00000120690
ELF4,Elf4,ENSG00000102034
CERS4,Cers4,ENSG00000090661
CERS2,Cers2,ENSG00000143418
ADCYAP1,Adcyap1,ENSG00000141433
CYP11A1,Cyp11a1,ENSG00000140459
CYP2J2,Cyp2j7,ENSG00000134716
CYP2J2,Cyp2j8,ENSG00000134716
CYP2J2,Cyp2j5,ENSG00000134716
CYP2J2,Cyp2j6,ENSG00000134716
CYP2J2,Cyp2j11,ENSG00000134716
CYP2J2,Cyp2j12,ENSG00000134716
ATP5MC3,Atp5mc3,ENSG00000154518
CXADR,Cxadr,ENSG00000154639
GLRA1,Glra1,ENSG00000145888
PPARA,Ppara,ENSG00000186951
CRYBB1,Crybb1,ENSG00000100122
EFNA3,Efna3,ENSG00000143590
ND2,mt-Nd2,NA
PTPRF,Ptprf,ENSG00000142949
FZD9,Fzd9,ENSG00000188763
CTNNA1,Ctnna1,ENSG00000044115
PAX5,Pax5,ENSG00000196092
HOXD3,Hoxd3,ENSG00000128652
POU6F1,Pou6f1,ENSG00000184271
PSME3,Psme3,ENSG00000131467
SMARCB1,Smarcb1,ENSG00000099956
HOXB3,Hoxb3,ENSG00000120093
TWIST1,Twist1,ENSG00000122691
ALAS1,Alas1,ENSG00000023330
FZD10,Fzd10,ENSG00000111432
FZD3,Fzd3,ENSG00000104290
FOXD2,Foxd2,ENSG00000186564
BLCAP,Blcap,ENSG00000166619
FOXG1,Foxg1,ENSG00000176165
GATA5,Gata5,ENSG00000130700
OTP,Otp,ENSG00000171540
SIX5,Six5,ENSG00000177045
PSMB6,Psmb6,ENSG00000142507
EFNA5,Efna5,ENSG00000184349
WNT5B,Wnt5b,ENSG00000111186
ITK,Itk,ENSG00000113263
FBLN1,Fbln1,ENSG00000077942
ID1,Id1,ENSG00000125968
EFNB3,Efnb3,ENSG00000108947
JAG1,Jag1,ENSG00000101384
PSAP,Psap,ENSG00000197746
PSAPL1,Psapl1,ENSG00000178597
PPM1A,Ppm1a,ENSG00000100614
PBX3,Pbx3,ENSG00000167081
CALR3,Calr3,ENSG00000269058
NTN1,Ntn1,ENSG00000065320
EFNA2,Efna2,ENSG00000099617
HOXD13,Hoxd13,ENSG00000128714
CRYGD,Crygf,ENSG00000118231
CRYGC,Crygc,ENSG00000163254
CRYGD,Cryge,ENSG00000118231
CRYGB,Crygb,ENSG00000182187
SMAD5,Smad5,ENSG00000113658
FGFR4,Fgfr4,ENSG00000160867
HOXC12,Hoxc12,ENSG00000123407
PPM1B,Ppm1b,ENSG00000138032
FZD1,Fzd1,ENSG00000157240
PBX1,Pbx1,ENSG00000185630
NIPSNAP1,Nipsnap1,ENSG00000184117
CLNS1A,Clns1a,ENSG00000074201
DLX2,Dlx2,ENSG00000115844
ELAVL4,Elavl4,ENSG00000162374
BCO2,Bco2,ENSG00000197580
RARA,Rara,ENSG00000131759
CLDN1,Cldn1,ENSG00000163347
POU4F3,Pou4f3,ENSG00000091010
HOXA11,Hoxa11,ENSG00000005073
NRAS,Nras,ENSG00000213281
RELN,Reln,ENSG00000189056
HAS2,Has2,ENSG00000170961
SIM1,Sim1,ENSG00000112246
MYBL2,Mybl2,ENSG00000101057
ST8SIA2,St8sia2,ENSG00000140557
ACVRL1,Acvrl1,ENSG00000139567
TRAM1,Tram1,ENSG00000067167
TRAM1L1,Tram1l1,ENSG00000174599
TLX3,Tlx3,ENSG00000164438
TLX1,Tlx1,ENSG00000107807
NEO1,Neo1,ENSG00000067141
LMO1,Lmo1,ENSG00000166407
HAS3,Has3,ENSG00000103044
ALDH3B2,Aldh3b2,ENSG00000132746
ALDH3B2,Aldh3b3,ENSG00000132746
ALDH3B1,Aldh3b1,ENSG00000006534
CKB,Ckb,ENSG00000166165
SDC2,Sdc2,ENSG00000169439
MCM5,Mcm5,ENSG00000100297
SEBOX,Sebox,ENSG00000274529
F10,F10,ENSG00000126218
HSPD1,Hspd1,ENSG00000144381
DDX55,Ddx55,ENSG00000111364
HSPE1,Hspe1-rs1,ENSG00000115541
HSPE1,Hspe1,ENSG00000115541
THBS3,Thbs3,ENSG00000169231
SDAD1,Sdad1,ENSG00000198301
THBS4,Thbs4,ENSG00000113296
MED29,Med29,ENSG00000063322
UTP25,Utp25,ENSG00000117597
ARL13B,Arl13b,ENSG00000169379
ALDH1A2,Aldh1a2,ENSG00000128918
AIRIM,Airim,ENSG00000116922
ATP6V1H,Atp6v1h,ENSG00000047249
PHF5A,Phf5a,ENSG00000100410
DDX54,Ddx54,ENSG00000123064
DMRT3,Dmrt3,ENSG00000064218
INTS7,Ints7,ENSG00000143493
DAG1,Dag1,ENSG00000173402
MC5R,Mc5r,ENSG00000176136
MC4R,Mc4r,ENSG00000166603
LAMC1,Lamc1,ENSG00000135862
IGFBP1,Igfbp1,ENSG00000146678
TSR2,Tsr2,ENSG00000158526
WDR43,Wdr43,ENSG00000163811
NIFK,Nifk,ENSG00000155438
TTC27,Ttc27,ENSG00000018699
ZCCHC7,Zcchc7,ENSG00000147905
CHRNB3,Chrnb3,ENSG00000147432
OMP,Omp,ENSG00000254550
PHEX,Phex,ENSG00000102174
RUVBL2,Ruvbl2,ENSG00000183207
RUVBL1,Ruvbl1,ENSG00000175792
LAMB1,Lamb1,ENSG00000091136
TTN,Ttn,ENSG00000155657
ROCK2,Rock2,ENSG00000134318
ESR2,Esr2,ENSG00000140009
AZIN1,Azin1,ENSG00000155096
TTK,Ttk,ENSG00000112742
NFE2,Nfe2,ENSG00000123405
MPZ,Mpz,ENSG00000158887
SMAD7,Smad7,ENSG00000101665
SMAD3,Smad3,ENSG00000166949
EPB41,Epb41,ENSG00000159023
SUPT6H,Supt6,ENSG00000109111
RAPSN,Rapsn,ENSG00000165917
CHRM2,Chrm2,ENSG00000181072
OPN4,Opn4,ENSG00000122375
LMO4,Lmo4,ENSG00000143013
TPH1,Tph1,ENSG00000129167
CXCL12,Cxcl12,ENSG00000107562
GLI1,Gli1,ENSG00000111087
OLIG2,Olig2,ENSG00000205927
FGFR2,Fgfr2,ENSG00000066468
SUPT5H,Supt5,ENSG00000196235
NKX3-2,Nkx3-2,ENSG00000109705
SALL3,Sall3,ENSG00000256463
SALL1,Sall1,ENSG00000103449
NMRK2,Nmrk2,ENSG00000077009
MIB1,Mib1,ENSG00000101752
NPAS2,Npas2,ENSG00000170485
WNT10B,Wnt10b,ENSG00000169884
KRT18,Krt18,ENSG00000111057
ZDHHC8,Zdhhc8,ENSG00000099904
AVP,Avp,ENSG00000101200
OXT,Oxt,ENSG00000101405
CNTN1,Cntn1,ENSG00000018236
TXNRD3,Txnrd3,ENSG00000197763
SP5,Sp5,ENSG00000204335
MC1R,Mc1r,ENSG00000258839
MC2R,Mc2r,ENSG00000185231
MC3R,Mc3r,ENSG00000124089
MCHR1,Mchr1,ENSG00000128285
PRL,Prl,ENSG00000172179
TSHB,Tshb,ENSG00000134200
POMC,Pomc,ENSG00000115138
NRARP,Nrarp,ENSG00000198435
NRP1,Nrp1,ENSG00000099250
MYL4,Myl4,ENSG00000198336
TNNC1,Tnnc1,ENSG00000114854
PBK,Pbk,ENSG00000168078
ACTG1,Actg1,ENSG00000184009
ACTB,Actb,ENSG00000075624
FZD4,Fzd4,ENSG00000174804
MPP7,Mpp7,ENSG00000150054
CCND1,Ccnd1,ENSG00000110092
FN1,Fn1,ENSG00000115414
HOXC13,Hoxc13,ENSG00000123364
NCCRP1,Nccrp1,ENSG00000188505
PDX1,Pdx1,ENSG00000139515
CSNK2A2,Csnk2a2,ENSG00000070770
HOXA5,Hoxa5,ENSG00000106004
RRM2,Rrm2,ENSG00000171848
KHDRBS1,Khdrbs1,ENSG00000121774
DLX3,Dlx3,ENSG00000064195
EHMT2,Ehmt2,ENSG00000204371
STAT1,Stat1,ENSG00000115415
SRY,Sry,ENSG00000184895
CASP3,Casp3,ENSG00000164305
NANOS3,Nanos3,ENSG00000187556
PTPRS,Ptprs,ENSG00000105426
LACTB,Lactb,ENSG00000103642
KIFC1,Kifc1,ENSG00000237649
KIFC1,Kifc5b,ENSG00000237649
TENM4,Tenm4,ENSG00000149256
SEMA3A,Sema3a,ENSG00000075213
COIL,Coil,ENSG00000121058
NGF,Ngf,ENSG00000134259
CSNK2A1,Csnk2a1,ENSG00000101266
CSNK2A3,Csnk2a1,ENSG00000254598
MDM2,Mdm2,ENSG00000135679
EYA1,Eya1,ENSG00000104313
ZIC2,Zic2,ENSG00000043355
DTX1,Dtx1,ENSG00000135144
ATP1A3,Atp1a3,ENSG00000105409
IRX1,Irx1,ENSG00000170549
COX3,mt-Co3,NA
ROBO2,Robo2,ENSG00000185008
CNTN2,Cntn2,ENSG00000184144
RRM1,Rrm1,ENSG00000167325
PGR,Pgr,ENSG00000082175
PER3,Per3,ENSG00000049246
PIM2,Pim2,ENSG00000102096
EVX2,Evx2,ENSG00000174279
PYCARD,Pycard,ENSG00000103490
GATA6,Gata6,ENSG00000141448
ATOH1,Atoh1,ENSG00000172238
HOXB7,Hoxb7,ENSG00000260027
MID1IP1,Mid1ip1,ENSG00000165175
MAPK8,Mapk8,ENSG00000107643
RAF1,Raf1,ENSG00000132155
NTRK1,Ntrk1,ENSG00000198400
TAP2,Tap2,ENSG00000204267
BCO1,Bco1,ENSG00000135697
NKX2-3,Nkx2-3,ENSG00000119919
DMRT2,Dmrt2,ENSG00000173253
COPZ1,Copz1,ENSG00000111481
SMARCA4,Smarca4,ENSG00000127616
PAX7,Pax7,ENSG00000009709
FOXA2,Foxa2,ENSG00000125798
STAR,Star,ENSG00000147465
FZD2,Fzd2,ENSG00000180340
SOX17,Sox17,ENSG00000164736
FOXI2,Foxi2,ENSG00000186766
FOXI1,Foxi1,ENSG00000168269
GPR173,Gpr173,ENSG00000184194
ESRRA,Esrra,ENSG00000173153
PPARG,Pparg,ENSG00000132170
VIPR2,Vipr2,ENSG00000106018
LCP1,Lcp1,ENSG00000136167
AXIN2,Axin2,ENSG00000168646
BAMBI,Bambi,ENSG00000095739
CLIC3,Clic3,ENSG00000169583
PNPLA7,Pnpla7,ENSG00000130653
ZEB1,Zeb1,ENSG00000148516
CLDN12,Cldn12,ENSG00000157224
COX1,mt-Co1,NA
HNF1B,Hnf1b,ENSG00000275410
TH,Th,ENSG00000180176
NKX2-2,Nkx2-2,ENSG00000125820
IGFBP2,Igfbp2,ENSG00000115457
NOTO,Noto,ENSG00000214513
MIXL1,Mixl1,ENSG00000185155
LSM2,Lsm2,ENSG00000204392
STK19,Stk19,ENSG00000204344
SLC40A1,Slc40a1,ENSG00000138449
GATA3,Gata3,ENSG00000107485
HMX3,Hmx3,ENSG00000188620
PRSS1,Try10,ENSG00000204983
PRSS2,Try10,ENSG00000275896
PRSS3P2,Try10,NA
PRSS1,Prss1l,ENSG00000204983
PRSS2,Prss1l,ENSG00000275896
PRSS3P2,Prss1l,NA
PRSS1,Prss3l,ENSG00000204983
PRSS2,Prss3l,ENSG00000275896
PRSS3P2,Prss3l,NA
PRSS1,Try4,ENSG00000204983
PRSS2,Try4,ENSG00000275896
PRSS3,Try4,ENSG00000010438
PRSS3P2,Try4,NA
PRSS2,Prss2,ENSG00000275896
PRSS1,Prss3,ENSG00000204983
PRSS2,Prss3,ENSG00000275896
PRSS3P2,Prss3,NA
PRSS1,Try5,ENSG00000204983
PRSS1,Try5,ENSG00000204983
PRSS2,Try5,ENSG00000275896
PRSS2,Try5,ENSG00000275896
PRSS3,Try5,ENSG00000010438
PRSS3,Try5,ENSG00000010438
PRSS3P2,Try5,NA
PRSS3P2,Try5,NA
PRSS1,Prss1,ENSG00000204983
PRSS2,Prss1,ENSG00000275896
PRSS3P2,Prss1,NA
RACK1,Rack1,ENSG00000204628
SLC6A3,Slc6a3,ENSG00000142319
HES1,Hes1,ENSG00000114315
MITF,Mitf,ENSG00000187098
TIMP2,Timp2,ENSG00000035862
